"ID";"Screen name";"Type";"Name";"Count"
"58179215";"rpg_news_russian";"page";"Roleplaying News Russian";"Лучший русскоязычный новостной ресурс о ролевых играх и событиях в ролевом сообществе. <br><br>Еженедельный дайджест о значимых событиях в ролевом интернете, переводы статей и немного обзоров. <br><br>Присоединяйтесь!";"1"
"73344374";"jplaycafe";"group";"J-play Arcade Cafe / Москва";"Добро пожаловать в J-play - первое аркадное антикафе! <br><br>Слово ""аркада"" происходит от англ. arcade — пассаж, крытая галерея магазинов. Именно в подобных местах раньше располагались ряды развлекательных игровых автоматов, требовавших оплату жетонами, и поэтому за ними закрепилось это сокращение.<br><br>Аркады ориентированы на максимальное получение удовольствия за очень короткое время и интересны прежде всего неограниченными возможностями для повышения уровня мастерства. В наше время эта культура процветает только в Японии, Южной Корее и чуть-чуть в США. Мы увлекаемся аркадами уже более 10 лет, и с помощью J-play Arcade Cafe хотим наглядно показать, сколько удовольствия они могут приносить.<br><br>У нас есть:<br>- 11 аркадных автоматов в режиме free play (т.е. БЕЗ использования жетонов);<br>- 11 игровых консолей;<br>-  стенд виртуальной реальности HTC Vive (график работы пт-вс 14:00 - 23:00)<br>- 14 аркадных контроллеров (Guitar Hero, DJ Hero и другие);<br>- 8 световых пистолетов;<br>- более 100 томов манги на русском, английском и японском языках;<br>- более 20 настольных игр;<br>- бесплатный wi-fi;<br>- чай и печенье в неограниченных количествах.<br><br>У нас регулярно проходят:<br>- встречи любителей файтингов;<br>- вечера настольных игр;<br>- игры в риичи-маджонг;<br>- коллективные просмотры аниме;<br>- киберспортивные соревнования;<br>- сеансы Dungeons &amp; Dragons;<br>- вечера караоке.<br><br>Во время проведения крупных мероприятий на территории нашего антикафе работает кофейня. Для вас мы готовим самый вкусный кофе, какао и горячий шоколад, а также всегда есть свежая выпечка, торты и сендвичи.<br><br>Тарифы:<br>Мы работаем по системе антикафе: оплата осуществляется за время. Одна минута — 2,5 рубля. Первый час оплачивается в любом случае, с 61 минуты — поминутная тарификация. Стоп-чек — 500 рублей. <br><br>Сеансы виртуальной реальности и продукция кофейни оплачиваются отдельно.<br><br>У нас ты также можешь приобрести абонемент на безлимитное посещение антикафе в течение 30 дней. Всего их 4 вида:<br>1) Стандартный - 2990 руб;<br>2) Студенческий/школьный - 2490 руб;<br>3) Членский - 2190 руб;<br>4) Продвинутый членский - 1790 руб.<br>Условия получения членского и продвинутого членского статуса описаны здесь: https://vk.com/topic-73344374_34990847<br><br>Наш адрес: м. Курская/Чкаловская/Бауманская/Красные Ворота, ул.Старая Басманная 21/4с1. Работаем по будням с 12:00 до 23:00 и по выходным с 10:00 до 23:00.<br><br>Наш телефон: +7 985 380 99 85<br>Наш e-mail: info@jplaycafe.ru<br><br>Наш сайт: http://jplaycafe.ru<br>Наш твиттер: twitter.com/jplaycafe<br>Наш фейсбук: facebook.com/jplaycafe<br>Наш инстаграм: instagram.com/jplaycafe<br>Наш канал на YouTube: youtube.com/user/jplaycafe<br>Уютный чатик в Telegram: <br>https://telegram.me/jplaycafe<br>И наш новостной канал в Telegram: https://telegram.me/jplaychannel<br><br>Ищите все о нас по хештегу #jplaycafe";"1"
"66404";"bailaconmigo";"group";"Школа танцев Baila Conmigo(Сергеева и Олейников)";"Школа танцев Екатерины Сергеевой и Дмитрия Олейникова -- Baila Conmigo! <br>С 1998 мы учим вас жить танцами: Salsa (Salsa De Casino, Salsa LA), Bachata, Merengue и Reggaeton. Лучшее из латиноамериканских танцев для вас!<br> <br><br>НАШИ ТЕЛЕФОНЫ:<br>8(921)924-3411<br>8(921)890-98-53<br><br>e-mail: zkatia@mail.ru<br>          spbtanez@mail.ru";"1"
"7212715";"club7212715";"group";"Настольные игры в Санкт-Петербурге";"Клуб встреч любителей настольных игр.<br>----<br>Если вы:<br>- уже знаете, что такое ""Манчкин"", ""Колонизаторы"", ""Каркассон"", ""Уно""; <br>- от Монополии воротит;<br>- любите настольные игры;<br>- любите карточные игры,<br><br>...то - приходите на встречи! Ниже этого текста кликните на ссылку ""Актуальное расписание встреч"".<br><br>Там вы сможете поиграть в эти и многие другие современные настольные игры в дружной компании. Приносите игры с собой - и вы обязательно найдёте себе партнёров для партии. Приходите с пустыми руками - и вы всегда сможете присоединиться к к игре. Приходите одни, со своей половинкой или с друзьями - встречи открыты для всех. <br><br>Часть встреч имеет плату за вход - чаще всего это ночные встречи, плата обусловлена необходимостью выхода обслуживающего персонала (бармены, официанты) в ночное время. Но есть и бесплатные встречи - единственное условие которых (а они проходят обычно в кафе): пить и кушать в этом заведении. <br><br>Заранее записываться на встречи не нужно, просто приходите. На платных встречах присутствуют гейм-мастера, которые обучат вас правилам игр и составят компанию. На бесплатных встречах вас тоже не оставят без внимания - присоединяйтесь.<br><br>Основную информацию по настольным играм можно получить здесь:<br><br>http://boardgamegeek.com - основной сайт/социальная сеть/барахолка в мире по настолкам, по совместительству социальная сеть. На английском языке (есть русскоязычная гильдия и форум). <br><br>Ресурсы на русском языке:<br><br>http://tesera.ru — социальная сеть для настольщиков на русском языке<br>http://diced.ru/ — питерский ресурс по настолкам<br>http://boardgamer.ru — старейший частный блог по настолкам.<br>http://oflex.ru — мультиблог российских настольщиков<br>http://pronastolki.ru — новостной дайджест по настолкам.<br>http://boardgamers.ru — частный блог опытного игрока-еврогеймера.<br><br>Магазины настолок в Петербурге:<br><br>http://igroved.ru - магазины Игровед:<br>- м. Гостиный Двор, пер. Крылова, 2<br>- м. Комендантский пр., ул. Уточкина, 1<br>- м. Пл. Восстания / Маяковская, Невский пр., 90<br>- м. Садовая/Сенная, ТРЦ ""Пик"", 4 этаж, у кинокасс<br><br>http://gaga.ru - магазины GaGaGames:<br>- Невский, 69 (ст.м. Маяковская/пл.Восстания);<br>- Невский, 20 (ст.м. Невский пр./Гостиный двор);<br>- Московский пр., 1/2, вход с пер. Бринько (ст.м. Садовая/Сенная пл.);<br>- 6-я линия В.О., д.21 (ст.м. Василеостровская);<br>- Каменноостровский, 38 (ст.м. Петроградская);<br>- Коломяжский, 26 (ст.м. Пионерская);<br>- Хошимина, 13, к.1 (ст.м. Проспект Просвещения); <br>- Дыбенко, 24/1 (ст.м. Улица Дыбенко).<br><br>http://wwwspb.mosigra.ru - магазины на Лиговском, 53 и на Гороховой 34.<br><br>http://hobbyt.su - офлайновый магазин настолок и клуб MTG<br><br>http://lavkaigr.ru - интернет-магазин с выдачей в Питере<br><br>http://tortugagames.ru/ - интернет-магазин с выдачей в Питере<br><br>ДИСКЛЕЙМЕР (предупреждение, типа):<br><br>- ККИ (MTG, Берсерк и т.п.) имеют слабое отношение сейчас к настольным играм, на встречах в них не играют;<br>- с Мафией аналогично, но игры на базе Мафии часто присутствуют на встречах (Bang!, Battlestar Galactica)<br>- в Дурака, Покер, Преферанс, Шахматы и Шашки на встречах не играют - всё это хорошие игры, но современные настольные игры часто вбирают в себя механику этих игр и, зачастую, куда более сложные/интерактивные/интересные, чем классические прототипы.";"1"
"46555285";"nipponspb";"group";"Япония-Петербург - Японские новости 2017";"Новости сайта Япония-Петербург, а также от участников сообщества. Афиша японских мероприятий Петербурга. Выставки, лекции и мастер-классы. <br><br>Японский язык в Петербурге. Японская кухня, японские товары и все что связано с Японией в нашем городе.<br><br>наш тэг: #nipponspb";"1"
"75259948";"igraprestolov2015";"group";"Игра Престолов: Лёд и Пламя. 12-16 августа 2015";"Группа Ролевой Полевой игры ""Игра Престолов: Лёд и Пламя"" по мотивам цикла книг Джорджа Мартина ""Песнь льда и пламени"".<br><br>МГ «Без границ»<br>Место: Полигон «Орлов луг» в Ульяновском районе Калужской области, Калуга.<br>Время: 12-16 августа 2015 года.<br>Численность: 1000+ игроков<br>---------<br><br>Моделируется только Вестерос.<br>Начало игры - по окончанию пятой книги цикла - ""Танец с драконами"". Осторожно, для нечитавших тут будут спойлеры!<br><br>---------<br>Начало игры - 300ый год от В.Э.<br>Со времени правления Роберта Баратеона изменилось очень многое. На троне – наивный мальчик, а за его спиной – корыстные властолюбцы. <br>Севером правят уже не суровые и благородные Старки, а коварные и безжалостные Болтоны. <br>В Королевской Гавани сильно изменилась роль духовенства, полностью поменялся состав Королевского совета… Да и обе королевы находятся в тюрьме. <br>Власть над речными землями принадлежит предателям Фреям, а их бывший лорд – у них же в плену. <br>Среди Ночного Дозора можно увидеть одичалых, великанов, оборотней и даже женщин. <br>Долина Аррен пытается понять, чего же хочет честолюбивый и амбициозный лорд-протектор - Петир Бейлиш.<br>Последний участник Войны Пяти Королей защищает свою страну от тысячелетнего зла на самом дальнем ее аванпосте… <br>А в Штормовых землях высадился с отрядом наемников человек, называющий себя наследником Таргариенов...";"1"
"14951599";"aricamp";"group";"Лагерь ""НИТЬ АРИАДНЫ""";"Игровой лагерь ""Нить Ариадны"" - это уникальные авторские программы. Уже на протяжении семи лет мы дарим ребятам не только удивительное фэнтези-приключение на время школьных каникул, но и сопровождение в поисках ответа на вопрос ""кем стать?"".<br>Для лагеря характерны теплая и дружелюбная атмосфера, неповторимый аромат сказки и волнующих приключений, подробная психологическая работа с каждым подростком, включающая обратную связь для родителей.<br><br>Эта группа предназначена для общения ариаднят и родителей, для ваших вопросов и для новостей лагеря.";"1"
"13998";"qzar_spb";"group";"Лазертаг. Лазерные бои. Кузар.";"Если Вы ищите оригинальную идею для празднования дня рождения ребенка, если Вы задались целью просто весело провести время с друзьями или  всей семьей, лазертаг Q-Zar в Купчино поможет Вам в этом!<br> <br>Лазертаг (лазерный пейнтбол)  - это игра, имитирующая межзвездный бой. Участники игры «поражают» противника и интерактивные мишени безопасными инфракрасными лучами. В игре могут одновременно участвовать от 4 до 26 игроков. Стандартная игра длится 25 минут.<br> <br>У нас Вы можете собрать команду для игры среди тех, кто уже пришел поиграть или  арендовать зал и играть только своей компанией. В любом случае Q-Zar гарантирует Вам незабываемые эмоции и яркие впечатления!<br> <br>Лазерный бой - прекрасное развлечение для детей от 6 лет, подростков и взрослых. Приходите к нам и убедитесь в этом сами!<br><br>Ждем всех по адресу: Выборгское шоссе 15 ТРК ""Авеню"" 1 этаж<br>Режим работы: 11:00 - 22:00<br><br>Ждем всех по адресу: Балканская пл. д. 5 лит. Ю ТРК «Балкания NOVA2». 3 этаж<br>Режим работы: 11:00 - 22:30<br><br>Ждем всех по адресу: пр. Большевиков 18<br>ТРК Невскй""метро Дыбенко"" 4 этаж<br>Режим работы: 10:00 - 22:00<br><br>Стоимость за 1 игру (25 минут):<br>Будние дни - 250 рублей с человека<br>Выходные дни - 300 рублей с человека<br><br>Мы находимся здесь:<br>http://maps.yandex.ru/?um=dVAE8kw9FveEM5RJ-Gp33gGCye9vdDPR&amp;ll=30.380188%2C59.826131&amp;spn=0.011008%2C0.002933&amp;z=17&amp;l=map";"1"
"79010199";"clean_games";"group";"Чистые Игры";"Чистые Игры — соревнования по сбору мусора. Прибраться в лесу, играя и получая призы — весело, бодро и задорно!";"1"
"62000861";"iereysan";"group";"Иерей-Сан. Исповедь самурая";"Кэри-Хироюки Тагава (легендарный Шан Цунг из Mortal Kombat), Иван Охлобыстин, Петр Федоров, Петр Мамонов в новой экшен-драме «Иерей-сан. Исповедь самурая». В кино с 26 ноября 2015. <br><br>Главный герой истории — Такуро Накамура, в крещении отец Николай — священник японской православной церкви, в прошлом профессиональный спортсмен, а в настоящем — родной брат главы одного из влиятельных кланов якудза. Однажды он не смог пройти мимо насилия и защитил обычную девушку, вступив в схватку с людьми из враждебной брату группировки. Война кланов якудза неизбежна! Став заложником криминальных «разборок», священник подвергается смертельной опасности…Для спасения о. Николая от мести якудза его духовный наставник отправляет служить в Россию, в село Глубокое .. Но здесь, в Глубоком, священника из Японии застает совсем другая война…<br><br>Год выпуска: 2015 <br>Продюсер: Любовь Калинская<br>Режиссер: Егор Баранов<br>Сценарий: Иван Охлобыстин, Роман Владыкин<br>Со-продюсер Грант Палагаев<br>Оператор: Юрий Коробейников<br>Слоган: «Воин определяется не силой, а духом»";"1"
"68279024";"vedmak_voina_i_mir";"group";"Ведьмак - Война и Мир";"Ролевая полевая игра по вселенной Ведьмака.<br>Сроки проведения 16-20 Июля 2014 года<br>Полигон: Тверь<br>Численность: 1000+ игроков<br>Сайт: http://vedmak.manor2.ru/";"1"
"132027160";"grenadineclub";"group";"Grenadine club";"Дружественный клуб в центре Москвы<br>Мы это концертная площадка с качественным звуком, место ночных вечеринок и хорошего настроения.<br><br>Открылись 9 декабря 2016 года в 5 минутах ходьбы от метро Проспект Мира в Олимпийском<br><br>Режим работы: 7 дней в неделю<br>Вместимость 400 человек, посадочных мест 150 (разместим и 200)<br><br>#grenadineclub<br>Адрес: СК Олимпийский, Олимпийский проспект, дом 16, строение 2<br>Информация и бронь 8 (499) 391 59 45<br><br>По вопросу концертов, банкетов и вечеринок:<br>Мария арт директор 8-916-682-54-34";"1"
"92565561";"povodilnik";"page";"Поводильник";"Коротко о том, что такое Поводильник:<br>https://www.youtube.com/watch?v=V-0NohWc7Y4<br><br>На эти кошельки мы собираем деньги на новый звук. Даже 50 рублей очень помогут нам сделать шоу лучше. <br>paypal.me/povodilnik<br>money.yandex.ru/to/410014159452873<br><br>#поводильник";"1"
"11169057";"armenycasa_gomel";"group";"Сальса, Бачата, Румба, Афро и др. танцы в Гомеле";"Студия танцев www.ArmenyCasa.ru<br>---------------- Не только ТАНЦЫ ----------------<br>уроки сальсы | вечеринки | новые друзья<br><br>- филиал крупнейшей школы социальных танцев<br>- ученики - люди разных возрастов и профессий<br>- опытные инструкторы<br>- уютный зал в самом центре города!<br>- школа - организатор сальса-уикендов и мастер-классов в Гомеле!<br><br>Контакты в Гомеле:<br><br>Глинка Илона:<br>+375 44 7474667 Life<br><br>Контакты в Москве:<br>Юлия Сапрыко <br>https://vk.com/passionfire";"1"
"14640808";"mando_ade";"group";"۩ Дети Мандалора ۩ Mando'ade ۩";"Образовательная группа о народе и культуре мандалорцев. Создана  участниками фандалорского русскоязычного коммьюнити форума #HoloNetRu<br><br>Теги для поиска:<br>ЗВ, SW, Star Wars, Звёздные Войны, Мандалорцы, Мандолорцы, Мандалориане, Мандолориане, Мандалор, Мандолор, Mand'alor, Mando'ade, Oya manda, Mandalorians, Mando'yam, Fett, Фетт, Боба, Джанго, Boba, Jango, Bounty Hunter, The Old Republic, TOR, Republic Commando.<br><br>Славим Тётку с 19 января 2010г.";"1"
"47897949";"pedalnost";"page";"Педаль сцепления с реальностью";"Мечтаете съездить в любимую книжку? Вам сюда!<br><br>Открытый проект, посвященный литературной географии и краеведению вымышленных миров. <br><br>Изучаем географию событий культовых книг, организуем экспедиции с ""глубоким погружением"" по следам литературных героев и собираем всё необходимое, чтобы такую экспедицию мог спланировать любой желающий.<br><br>При использовании материалов ссылка обязательна.";"1"
"7886538";"salsarussia";"group";"САЛЬСА В РОССИИ | SALSA IN RUSSIA";"Главное не то, что вы знаете о сальсе.<br>Важнее то, что вы можете о ней узнать!";"1"
"17914609";"latinoaspb";"group";"~\~\~ OpEn-AiR ~/~/~";"Группа создана <br>______________________________________<br>СПЕЦИАЛЬНО<br>для ХрОнИкАлЬнОгО ОтРаЖеНиЯ<br>самого любимого сезонного мероприятия<br>ДрУзЕй-ТаНцОрОв )))<br>____________________________________<br>ДОБРО ПОЖАЛОВАТЬ !<br><br>Выкладывайте сюда <br>ФоТоГрАфИи - post factum<br>МуЗыКу - apriori<br>____________________________________<br><br>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -<br>ATTENTION! ATTENZIONE! BНИМАНИЕ!<br>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -<br><br>ТрАдИцИоНнО<br>на Стрелке Васильевского Острова у Ростральной колонны рядом с Тучковым мостом...<br><br>    * КАЖДУЮ ПЯТНИЦУ,СУББОТУ и ВОСКРЕСЕНЬЕ !!!<br>       <br><br>Справки и уточнения по телефону<br>+7 911 003 7924<br>________________________________<br>В Санкт-Петербурге стало хорошей традицией<br>каждое лето в самом живописном месте центра города для любителей латино-американских танцев устраивать  Open-Air. <br><br>Погода тоже не последнюю роль играет...<br>НАДЕЕМСЯ НА ХОРОШУЮ ПОГОДУ В ПЯТНИЦУ И СУББОТУ!!!!<br>___________________________________<br><br>Участникам мероприятия следует учитывать, что проведение опенэйров сопряжено с расходами организаторов. Будем благодарно воспринимать любую помощь от сторонников всех направлений танцев.<br>Ваши взносы вы можете передать диджею лично или через учителей своих школ.";"1"
"17682223";"mobiru";"group";"★★★ mobi.ru ★★★";"Экспертный сайт о цифровой технике<br><br>Проект www.mobi.ru основан на базе ведущего издания о цифровой технике. Экспертный глянцевый журнал Mobi распространялся в России и СНГ с марта 2003 года по декабрь 2009 «Издательским домом «ТехноМир». <br><br>Центральное место в журнале отведено тестам актуальных устройств и статьям о новых технологиях. Ключевые разделы посвящены мобильным телефонам и ноутбукам.<br><br>С января 2010 года журнал полностью перешел в онлайн. Команда, работавшая над печатным изданием, теперь вовсю трудится над mobi.ru, сохранив лучшие традиции печатного издания.";"1"
"14713795";"crystal_dragon";"group";"Студия старинного танца Хрустальный Дракон";"Добрый день! <br><br>Мы — студия старинного танца «Хрустальный Дракон». <br>Мы занимаемся историческими социальными танцами XIX и начала XX веков. <br><br>Мы в основном работаем по итальянской программе Società di danza, основанной на танцах середины XIX века. Слово «основанной» — очень важно. Мы не реконструируем танцы и балы тех времен, а адаптируем их для современности. Мы считаем, что танец должен расти и развиваться и быть актуальным для любого человека и любого времени, иначе он замыкается в себе и умирает. <br>Именно поэтому танцевать на наших балах интересно человеку любого уровня, возраста и статуса! <br>У нас учатся самым разным танцам середины XIX и начала XX века, перед вами часть из них: вальсы, польки, мазурки, кадрили, чарльстон, тустеп, матчиш, фокстрот, кросс-степ вальс, танго и другие. <br>И, конечно, мы даём балы и вечеринки. <br>Мы делаем, пожалуй, самые интересные и нестандартные балы в Санкт-Петербурге. Очень часто наши балы проходят в своеобразной и, можно сказать, весьма неожиданной стилистике: Космический бал, Цирковой, Бал Богов, Бал Безумного чаепития, Радужный бал, бал на Диком Западе и так далее. Если вы заглянете в фотоальбомы, вы сможете увидеть много-много прекрасных фотографий с проведённых мероприятий. <br>У нас на балах всегда важен дресс-код согласно заданной тематике. Благодаря нашим замечательным участникам, каждое мероприятие наполняется самыми разнообразными прекрасными и иногда капельку ужасными, но добрыми внутри гостями. <br>И, конечно, музыка! Знаете ли вы, что танцы 19 века отлично танцуются под самую разнообразную музыку? Начиная от рок-баллад и заканчивая индийскими мелодиями! Время от времени мы делаем балы и в традиционной, исторической манере, приближенные к настоящим тех времен. Часто мы принимаем гостей из других стран. <br><br>Предлагаем вам присоединиться! <br><br>Ниже расположена вся информация о том, какие группы идут сейчас и в какое время, ссылка на календарь и анонсы наших мероприятий, а также информация о прошедших. Там же увидите, как нас найти. <br><br>Добро пожаловать! <br><br>РАСПИСАНИЕ И СТОИМОСТЬ ЗАНЯТИЙ: <br>https://vk.com/topic-14713795_32503455 <br><br>КАЛЕНДАРЬ ЗАНЯТОСТИ ЗАЛА: <br>Северное гнездо<br>https://goo.gl/yDqXtx <br>Южное гнездо.<br>https://goo.gl/aGm1gl<br><br>ГРЯДУЩИЕ МЕРОПРИЯТИЯ: <br>http://goo.gl/tbMoFD <br><br>Территориально мы находимся по адресу Санкт-Петербург, Конюшенная пл., 2В (ст.м. Невский пр.). <br>(вход во двор напротив Спаса на крови (можно ориентироваться на вывески «Музея современных игровых автоматов»). <br>И дальше во дворе так: <br>https://goo.gl/VFYTIz <br><br>Форма одежды и подробности по оплате и расписанию смотрите в соответствующих темах обсуждений. <br><br>Если у вас есть какие-то вопросы, ответы на которые вы не смогли найти в группе, напишите нам об этом.<br><br>Координаты для связи: <br><br>1. Телефон: 8-931-212-15-84 <br>2. е-мейл: info@crystal-dragon.ru<br>3. Инстаграмм https://www.instagram.com/studio_dragon/<br><br>Завершенные проекты: <br>https://vk.com/topic-14713795_34222214";"1"
"45277788";"fairy_bobr";"group";"Брэнд одежды и интернет - магазин";"Мультибрендовый интернет - магазин одежды: дизайнерские платья, толстовки, волкошапки, зверошапки, свитера, шубки из искусственного меха и много другое! <br>www.fairybobr.ru<br><br>Контакты:<br>e-mail: fairybobr@gmail.com";"1"
"63641666";"trafalgar_law_public";"page";"Trafalgar D. Water Law";"Шичибукай, Сверхновый, красивый, сексуальный, хитрый, умный, пафосный, выносливый, с инициалом ""Д"" и  самым полезным Дьявольским Фруктом, обучен боевым искусствам, фехтованию и стрельбе, - одним словом, бог мира One Piece.";"1"
"106114658";"geekers1";"event";"Geekers";"";"1"
"54982996";"ths_costumesrent";"page";"Аренда Прокат костюмов. Санкт-Петербург.";"Адрес студии посуточного проката:<br>м. Технологический институт, <br>Клинский проспект дом 23, первая парадная с права в арке, 4ый этаж.<br>каждый будний день с 15,00 до 20,00 <br>(выходные дни по договорённости)<br>ТОЛЬКО по предварительной записи.<br>тел. 8 911 219 50 60 Ксения <br>  <br><br>Костюмерная от TornHem Studio это коллекция работ дизайнеров в стиле dark glamour, фентези и историческая стилизация 18го-19го веков. У нас Вы не найдёте стандартных карнавальных костюмов! Каждый костюм в единственном экземпляре, а значит вы не встретите на улицу   человека одетого так же, как Вы. <br><br>Прокат костюмов для фото сессий,  вечеринок, костюмированных мероприятий.<br>В группе представлен полный каталог имеющихся в прокат костюмов. Если Вы не нашли в альбомах нужный Вам костюм, значит его у нас нет. :)";"1"
"59276117";"lovecraftinspiredmusic";"page";"Lovecraft Inspired Music";"Музыка вдохновленная творчеством истинного короля ужасов, создателя Мифов Ктулху - Го́варда Фи́ллипса Лавкра́фта.<br><br>Правила:<br><br>Употребление нецензурной лексики не приветствуется, но и не возбраняется. <br><br>Убедительная просьба сначала слушать, потом критиковать. Нарушение этого правила карается баном.<br><br>Перед тем, как предложить паблику свою новость, оформите её подобающим образом, следуя этим правилам https://vk.com/topic-59276117_28950429, иначе она будет удалена администратором без рассмотрения. Так же, прежде чем предлагать новость, стоит проверять, воспользовавшись поиском стены, на  предмет повтора. То есть если данный проект уже появлялся в группе, то с большой вероятностью ваша предложенная новость окажется без внимания и будет удалена.<br><br>За спам и пиар своего паблика/группы - бан. <br><br>Просьбы по пиару страниц через данный паблик будут отклоняться. <br><br>Если вы хотите дружить с пабликом, или у вас есть какие-то вопросы, обращайтесь в личку администрации.";"1"
"124685114";"vsegda_project";"group";"«Всегда» — историко-просветительский проект";"""Всегда"" - портал о непрерывности истории. Гражданская война - всегда, Ледяной поход с Корниловым - всегда, триумфальное шествие советской власти - всегда, мечта о Константинополе - всегда. Все, что произошло с нами, навсегда остается в настоящем и будущем и исчезнет только вместе с нашей цивилизацией.";"1"
"14139022";"katenkart";"group";"KATENKART / КАТЕНКАРТ";"8 июля - цифровой релиз ""Много воды""!<br><br>_____________________________________<br><br>Катенкарт - это маленькая девушка из Москвы, непрестанно создающая странные, самобытные, актуальные штуки: дизайн, иллюстрации, украшения, стихи и нестихи... и -- музыку: меланхоличную, мелодичную, ироничную и очень разную.<br><br>*Катенкарт ненавидит сама писать прессухи про себя любимую, кутаться в клетчатый плед и думать о НЁМ, так что shoot me anyone, please.<br><br>По вопросам организации концертов:<br>katenkart@mail.ru<br><br>Поддержать и поощрить проекты Катенкарт и ее саму можно через яндекс-кошелек <br>(№ 41001237385679)<br><br>Больше Катенкарт:<br>http://www.youtube.com/user/katenkart?feature=mhum";"1"
"58871521";"univ_of_sw";"page";"The Universe of Star Wars (legends)";"Добро пожаловать во Вселенную ""Звёздных Войн""!<br>Страница создана для фанатов ""Звёздных Войн"" и других проектов LucasFilm и LucasArts. Однако тематика группы касается только шести основных фильмов, а также книг, комиксов и проч., теперь относящихся к ""Легендам"". Присоединяйтесь к нам, и да пребудет с Вами Сила!<br> <br>Основные теги:<br>#USW_arts, #USW_facts, #USW_comics #USW_Books, #USW_quote, #USW_Soundtrack, #USW_edit, #USW_question, #USW_vote, #USW_cast, #USW_ff, #Humor_SW, #творчество@univ_of_sw,<br>#диалоги@univ_of_sw, #книги@univ_of_sw, #soundtrack@univ_of_sw<br><br>#The_Phantom_Menace, #Attack_of_the_Clones, #Revenge_of_the_Sith, #A_New_Hope, #Empire_Strikes_Back, #Return_of_the_Jedi<br><br>#SWPHOTOANDSONGOFTHEDAY";"1"
"8120007";"trancersassociation";"group";"ॐॐАссоциация Трансеровॐॐ";"ॐЗАШЕЛ-ЛАЙК-РЕПОСТ!ॐ<br><br>ॐГруппа  создана для ценителей PsyMusic культурыॐ<br>ॐЗнаю  таких групп множество, но уверена- trancer'ов все равно  больше!ॐ<br>ॐПисать только по кисло-топчерской теме.ॐ<br>ॐБыдлу- БАНॐ<br><br>ॐТорчкам -тоже БАНАН<br>(Мы за Здоровый АлкоТопчПсай)ॐ<br><br>ॐФлуд- это конечно весело, но по темеॐ<br> <br>ॐСтучимся, запиливаем  интересный, качественный  саундॐ<br><br>ॐМнение администрации обсуждению и оспариванию не подлежит.ॐ<br><br>ॐВозродим группу ВМЕСТЕ!!ॐ";"1"
"53167983";"meetbrother";"page";"Фантастический к\м фильм ""Ждите ""Магеллан""";"Всем доброго времени суток!<br>Это официальная страница короткометражного фильма ""Я иду встречать брата"" (рабочее название - ""Ждите ""Магеллан""). <br>В основе сценария лежит одноимённый рассказ Владислава Крапивина.<br>Жанр фильма: семейный, детская фантастика<br><br>Здесь можно отслеживать всю информацию о проекте, общаться со съёмочной группой и оставлять пожелания.<br><br>""Ждите ""Магеллан"" - это добрая история о мальчике, потерявшем семью, который находит газетную вырезку 300-летней давности, рассказывающую о фотонном фрегате ""Магеллан"". Звездолёт ушёл в полёт и не вернулся, а фамилия у капитана корабля такая же, как и у мальчика - Снег.<br>Цепляясь за фразу в статье (""...внуки ваших братьев будут встречать вас как братьев...""), герой начинает ждать возвращения пропавшего без вести корабля, чтобы встретить капитана ""Магеллана"" как родного брата.<br>Дипломный проект режиссёра Александры Царёвой объединил многих творческих людей – как профессионалов киноиндустрии, так и просто любителей произведений Владислава Крапивина. В основе сценария лежит его одноимённый рассказ, классика современной детской литературы.<br><br>Мы на Facebook:<br>https://www.facebook.com/MagellanWaiting<br><br>Наш Инстаграм:<br>http://instagram.com/meetbrother<br><br>Наша почта: meetbrother.film@gmail.com <br><br>Поддержать фильм: http://magellaan.wix.com/film#!-/c1sav<br>Яндекс-кошелек: №41001807484950";"1"
